distance,observation,QMSA_MAP_simulation,selected_mean,selected_median,CI95_low,CI95_high
25.4329,0.518181,0.5525221901260362,0.5761186352368405,0.5754084972094988,0.46272982789687717,0.6670627986642796
27.0968,0.496494,0.5404104286241727,0.5694171971500065,0.5693377623569311,0.44502482314265007,0.6698077980923453
27.2156,0.444323,0.5392372450913241,0.5686471458388217,0.5685964972040469,0.44352083702121303,0.6698646431194598
27.691,0.496512,0.5341311570137414,0.5651767310182063,0.5653695160958804,0.4363467096800951,0.6696507922986704
27.691,0.481295,0.5341311570137414,0.5651767310182063,0.5653695160958804,0.4363467096800951,0.6696507922986704
27.9287,0.566085,0.5313312648713906,0.5632081560565068,0.5635791613694573,0.43203518552845466,0.669279048629786
27.9287,0.516085,0.5313312648713906,0.5632081560565068,0.5635791613694573,0.43203518552845466,0.669279048629786
28.0475,0.490001,0.529870755890969,0.5621663937988303,0.5626286392105805,0.429823576142922,0.669027444198804
28.0475,0.444349,0.529870755890969,0.5621663937988303,0.5626286392105805,0.429823576142922,0.669027444198804
28.2852,0.385661,0.5268424710421498,0.5599792157745462,0.5606039590216246,0.4253044692964295,0.6684034198270137
29.7114,0.492227,0.5057696448083187,0.5440310610706987,0.5457016025565818,0.3956361283816255,0.6613269207332078
29.8302,0.379187,0.5037897705365401,0.5424840984432906,0.5442628352328447,0.39296728855728147,0.6604797167492451
29.9491,0.570495,0.5017736542458607,0.5409021875270337,0.5429435120391906,0.3902657882565167,0.6595921120737296
30.5433,0.548775,0.4911797895573001,0.5324921870147864,0.5348696316719848,0.3762570319117991,0.6545613152941098
34.8217,0.490212,0.39114825397533354,0.44829863605787024,0.4524207336835678,0.24966949557623072,0.5897968075238177
37.1986,0.494633,0.3198693113324105,0.3849917702095506,0.38845298432388586,0.17272705777410471,0.5325761074375844
37.9117,0.490308,0.2968057875713467,0.3638667201859981,0.3665592620694463,0.15175692619166253,0.5140558577431356
39.9321,0.240371,0.22756363956784798,0.29876609607053617,0.2999349240736666,0.10358043919881117,0.45939795417161133
42.309,0.0730531,0.15361925394285508,0.22163514756401365,0.21878710385153713,0.06814519302985976,0.3829561077696635
42.5467,0.03393,0.14752049839788292,0.21442475712466394,0.2108598582346331,0.06584824557642695,0.3746977324502565
43.7351,0.0557061,0.12056691740946662,0.17974979018860118,0.17421294037278737,0.057764175012004614,0.33625380443967323
45.6367,0.0470695,0.08931854245137304,0.1325020434509708,0.12351060245169515,0.05229822873496324,0.27521161201187566
46.4686,0.0318779,0.08007305769661334,0.11658453466262836,0.10748941374257386,0.05085309726555461,0.2489303833207095
48.9643,0.0102163,0.06711815337630471,0.08543493020973403,0.07897950252261084,0.0495726816917711,0.17367294810573836
49.202,0.236311,0.0665227743714102,0.0834258303113744,0.0776531930739723,0.04960629836335433,0.1675130917904987
49.202,0.0363106,0.0665227743714102,0.0834258303113744,0.0776531930739723,0.04960629836335433,0.1675130917904987
50.2716,0.0124308,0.06451369038566852,0.0759825041883031,0.07179582670244883,0.04997893479412991,0.14295304477841483
50.2716,0.0254743,0.06451369038566852,0.0759825041883031,0.07179582670244883,0.04997893479412991,0.14295304477841483
51.5789,0.00377574,0.0635470100454048,0.07043437999004468,0.06754769917056792,0.05092631544652723,0.11995278873888138
51.6978,0.040736,0.06354034242463504,0.07012347158142863,0.06737351074213532,0.05103932660166762,0.11824387947645056
52.1732,0.0516203,0.06363981952937857,0.06917815376091613,0.06700848372448086,0.051532910350330474,0.11202090644686435
52.7674,0.0233779,0.06390809358710407,0.06828928083802745,0.06639596432547595,0.052134312925093504,0.10518633943585276
53.9559,0.04298,0.06480732947861974,0.06717085029025639,0.06632160314173531,0.0523789668056028,0.09430237131885597
55.1443,0.0321473,0.06618996574805384,0.06693171405359045,0.06649175266476477,0.052848915281162936,0.08713404245194721
55.9762,0.0321732,0.06744550030982797,0.06728743453276623,0.06714357795755925,0.05339123818848617,0.08567510640535878
56.0951,0.0408725,0.06764298892979315,0.06737128776090037,0.06725677790855251,0.053482119260512405,0.08564803372764507
56.5705,0.0539308,0.06844039432930192,0.06772707642017425,0.06761690424321612,0.05373682127255179,0.0855953402463928
58.3531,0.0757253,0.07153662508926611,0.0693457053347826,0.06917682477205288,0.05466529804845752,0.08794497754745872
