distance,observation,QMSA_MAP_simulation,selected_mean,selected_median,CI95_low,CI95_high
5.13537,0.0885434,0.11075697226345685,0.10833744573217718,0.10817518163562027,0.10089382683345494,0.11733959388006034
5.37991,0.100189,0.11190130319904358,0.10939113296561534,0.10922511398548868,0.10167038883659558,0.11872702961322776
5.56332,0.117267,0.11272985195616617,0.11015377923918723,0.10998513973670662,0.10223239677291371,0.11973173735289352
6.29694,0.0831229,0.11578919794929748,0.1129673688559809,0.11278433588691082,0.10430526357824163,0.12344277681406798
6.66376,0.0994271,0.11716605271353171,0.114232050235878,0.11403855782560636,0.10523665979673998,0.1251137322627841
8.49782,0.0784901,0.12284314774381318,0.11943211423705222,0.1191887121211758,0.10906643555457768,0.13200257365502438
8.55895,0.0986719,0.1230615943403209,0.11963244757527851,0.11938948676417212,0.10921474599946708,0.13226566597923267
9.04803,0.0878105,0.12505654446476575,0.12146436655288922,0.1212060989199061,0.11057400029744863,0.1346605081307752
11.7991,0.0909458,0.1444678053621026,0.13935857479265112,0.13908052382483738,0.12393964066229486,0.1577355035474796
14.3057,0.0832117,0.17132444887081502,0.16422383536055243,0.16396726741393078,0.14267906950094486,0.18968220686318146
14.7948,0.140656,0.1771056690094078,0.16959405488647153,0.16933146806635432,0.14675628858928885,0.19653278592019055
16.262,0.201215,0.19550376177344675,0.18671798689536612,0.18648962473718647,0.15981341436314256,0.21826327911501725
17.4847,0.177943,0.21218200677359514,0.20234234298213738,0.2020049661421764,0.17186521248223097,0.2378351117578534
17.9738,0.152334,0.2192172717718899,0.20896656176312037,0.20863694117552098,0.17701858434190526,0.24605348225645796
19.3799,0.149245,0.24060035540819014,0.22920144493653286,0.2288433646925411,0.19289203654755535,0.2709193983706835
19.3799,0.212117,0.24060035540819014,0.22920144493653286,0.2288433646925411,0.19289203654755535,0.2709193983706835
21.5808,0.374366,0.2771266596803064,0.2641262997979815,0.26359413967655,0.2207908430218471,0.31287045020219867
21.9476,0.284331,0.2834854991361665,0.27026379096614567,0.26971776338740056,0.22577948819603696,0.32006745923556434
24.6987,0.278152,0.33339915870368103,0.318991219280839,0.31856792988111166,0.26621248717758517,0.37549970082019424
25.3712,0.248664,0.34582342146708417,0.3313385627061781,0.33086046463741914,0.2767940023724277,0.38882219138228613
25.3712,0.313865,0.34582342146708417,0.3313385627061781,0.33086046463741914,0.2767940023724277,0.38882219138228613
27.1441,0.204441,0.37836356127595666,0.36422289592759566,0.3638228078356604,0.30581357168436296,0.4224659599776638
27.2052,0.417119,0.37947947800442366,0.3653648122282532,0.36505156865002814,0.30684272623011205,0.4235872319437911
27.6943,0.37521,0.3883990248559476,0.3745264342073564,0.374176477157224,0.31515076451827967,0.4324711681454738
27.8166,0.310787,0.3906256812994754,0.3768230555666179,0.3765666991402258,0.31724757948830945,0.43466711359222204
27.8777,0.249468,0.39173754678012734,0.37797128865416324,0.3777624231947681,0.31829803414791163,0.4357603681838935
27.8777,0.278188,0.39173754678012734,0.37797128865416324,0.3777624231947681,0.31829803414791163,0.4357603681838935
27.9389,0.23084,0.39285086302757094,0.3791219763317732,0.3789319094198432,0.31935214802169587,0.4368528602912344
28.0611,0.20057,0.3950705781786437,0.3814194874476052,0.3813448036640949,0.3214618191085355,0.4390231293624278
28.3057,0.209887,0.3994613178905258,0.38598492651699506,0.3859783103583057,0.32568758488977545,0.44325943053217354
29.6507,0.379113,0.42225442248976774,0.41020754575570584,0.4112196005121631,0.3489509923506471,0.4661066938644645
29.7729,0.374457,0.4242120320760493,0.4123343539976812,0.4132967471929593,0.3510668436784723,0.4680553088491347
29.8952,0.338753,0.42615235436963844,0.4144505712222553,0.4155354060365246,0.35318480239679306,0.4699766168968899
30.3843,0.39154,0.4337231566398869,0.4227903902267755,0.4241617149325711,0.36165866489664944,0.47737125079601894
34.8472,0.386932,0.48151707589753684,0.48323265574186425,0.4829120909152839,0.4358355948977058,0.5303385754181391
37.1703,0.392391,0.48113016240930406,0.49480170732773354,0.49531508219802345,0.40056829024127905,0.5442906187925894
37.8428,0.37998,0.47520345047018836,0.4935923632141782,0.4954652508724948,0.38224269267944083,0.5439580905004329
39.9214,0.199149,0.4385559573128883,0.47550681286890745,0.48538646331027596,0.3141539072373959,0.5445195531219118
42.2445,0.139408,0.37412767195822444,0.43061232712126807,0.442336526279491,0.23875485618344797,0.5314554992339585
42.5502,0.321041,0.3645565381122308,0.4228435999211759,0.43403426343728857,0.2311907752341596,0.5267796937601047
43.7118,0.224806,0.3258732955887825,0.389377281643737,0.39567421884676374,0.20745800361165123,0.5118143544912189
45.607,0.179031,0.26531760997825077,0.33004567792617306,0.32781731615566057,0.18188478654047696,0.4740543546535374
46.4017,0.14023,0.24551141432961457,0.3072885186472931,0.3031450354209825,0.17428577847706136,0.45126612001917144
48.9694,0.380103,0.2034766179209243,0.24374316311078612,0.2369303483261528,0.16129609140031967,0.3745971607198462
49.1528,0.127065,0.20142500492346663,0.24005526142178615,0.23337841362450285,0.1608038664075133,0.3690660404348343
49.214,0.146471,0.2007618575099102,0.2388552834392357,0.23217484920725326,0.1606476692115822,0.3672303438339034
50.1921,0.130181,0.19162134366395364,0.2217594548209164,0.21462235913607677,0.15869843196357405,0.33857267433840654
50.1921,0.182963,0.19162134366395364,0.2217594548209164,0.21462235913607677,0.15869843196357405,0.33857267433840654
51.5371,0.0393813,0.1835333579635477,0.20465100532643155,0.19870464558437526,0.1576996773741054,0.30125670061483323
51.5983,0.169783,0.18328876643152506,0.20404882083599088,0.1983212746761083,0.15770055013247156,0.2996163634978811
52.2096,0.237319,0.1813959993340949,0.19882723159570131,0.19398597863435424,0.1579171434065719,0.28357610288327084
52.2707,0.165909,0.1812434423318845,0.1983618106355189,0.19364638530682549,0.15795330240367372,0.28203964845260293
52.7598,0.155048,0.1801677640230292,0.19488897262049018,0.19046245751927704,0.15830561776095792,0.27034420987732083
53.9825,0.195424,0.17861055082259117,0.18817356670173366,0.1849179131503117,0.15967532572222046,0.24580256196767306
55.083,0.150417,0.17859158478088608,0.18453125064839931,0.1823911657590453,0.16063471131843304,0.22944967127255478
56.0611,0.15198,0.17967280640571642,0.18320169279759152,0.18220497167363262,0.16079478815071543,0.2194720120465797
56.0611,0.104632,0.17967280640571642,0.18320169279759152,0.18220497167363262,0.16079478815071543,0.2194720120465797
