distance,observation,QMSA_MAP_simulation,selected_mean,selected_median,CI95_low,CI95_high
5.13274,7.77134,7.650663858442739,7.6362585482909235,7.635937465243967,7.570237642685586,7.702578124647502
5.39823,7.27137,7.6526315290292235,7.638099098672315,7.637856657520471,7.571798052710713,7.704572126197627
5.57522,8.16722,7.6538995382659,7.639285109523972,7.639100135394108,7.572803051719133,7.7058576470691005
6.37168,8.06313,7.659172525753727,7.644216295507027,7.643979718145098,7.576976553582684,7.711209021505573
6.72566,7.7715,7.661288581080905,7.646194723384816,7.646037180102859,7.57864810822956,7.713359696805505
8.58407,7.36891,7.670670462674988,7.654938947727533,7.655198463574125,7.586036741578543,7.722879767929715
8.58407,7.17446,7.670670462674988,7.654938947727533,7.655198463574125,7.586036741578543,7.722879767929715
9.02655,7.77173,7.673389124305611,7.657431701225109,7.657695870092172,7.588196086362622,7.725554226428993
11.8584,7.57062,7.701080146596425,7.6823898867851925,7.682660575638627,7.610447609805247,7.751833143518601
14.3363,7.36948,7.733713352396248,7.711481339926302,7.710942620222731,7.637159436598831,7.783712847945512
14.8673,7.48064,7.74066983988358,7.717654348744493,7.716879560550409,7.642957802461103,7.790467087223622
16.2832,7.578,7.759147305145491,7.734003167118785,7.733497083984432,7.658282046669562,7.808154197901024
17.4336,7.57812,7.77407741452524,7.7472032285272086,7.746440739602547,7.669839003234031,7.822392804752381
18.0531,7.57124,7.782085536333752,7.754288367155626,7.75347683737825,7.676029734812021,7.83005681664692
19.3805,7.48109,7.799169395625042,7.769414970684532,7.768962192068059,7.689217313082893,7.846469984773454
19.3805,7.36998,7.799169395625042,7.769414970684532,7.768962192068059,7.689217313082893,7.846469984773454
21.5929,7.8702,7.827490396072145,7.7945038070319015,7.794093675441958,7.710878975248207,7.874227987296805
22.0354,7.87719,7.833153014648881,7.799515464821413,7.799218046577937,7.715139970937672,7.880529900834877
24.6903,8.39828,7.867262175049908,7.829654404683408,7.828811936269019,7.74024425411049,7.922284125034488
25.3982,7.47474,7.876731596978918,7.837979357995321,7.8367430046033055,7.746951843315025,7.934718492490104
25.3982,8.07891,7.876731596978918,7.837979357995321,7.8367430046033055,7.746951843315025,7.934718492490104
27.1681,7.87075,7.90162155299592,7.859744822854565,7.858441980547126,7.763977630034615,7.969205579074584
27.2566,7.98187,7.902911664710123,7.860868834969711,7.859657634173122,7.764838545482871,7.971057486454329
27.6991,7.17636,7.90942728906608,7.866539865979958,7.865168781352292,7.7691568063377225,7.980499112613372
27.8761,7.7736,7.912063902841435,7.868832064586822,7.867198672134793,7.7708904963659995,7.984360738065137
27.8761,7.98888,7.912063902841435,7.868832064586822,7.867198672134793,7.7708904963659995,7.984360738065137
27.9646,7.89861,7.913388716307608,7.869983260933695,7.868322286622783,7.771758709741496,7.986309759717049
28.0531,7.57223,7.9147193090012395,7.871138984011036,7.869507793421732,7.772628555492909,7.988273257281074
28.3186,7.77364,7.918783241666935,7.874662659864981,7.873087978773002,7.77526661051293,7.994311357776154
29.7345,7.57934,7.942332381522678,7.8949237055034605,7.892822754403433,7.790081921149117,8.030330113241627
29.823,7.87101,7.943909241582437,7.896272287868153,7.894118296365958,7.791049701108445,8.03279495494323
30.4425,8.07246,7.95529295278249,7.905983085021411,7.903235370673184,7.797961724570797,8.050752222287713
34.7788,7.98262,8.05697794552389,7.991801390471391,7.983542687477198,7.849116282591245,8.227313880642114
37.1681,8.19119,8.13834182637736,8.059889778586651,8.047479296685466,7.8860432213903975,8.379655167042792
37.9646,8.12877,8.17362448029668,8.088862994821291,8.073841684268734,7.9010952753387995,8.436889889123766
39.9115,8.19146,8.279345676929012,8.17453425695286,8.156994600747918,7.944370167203461,8.59270608928153
42.3009,8.21947,8.432862894486087,8.30545647216444,8.286783271080605,8.014527655693826,8.760555649426285
42.5664,8.02506,8.450627411925291,8.321560918963684,8.304340314688966,8.023773342115216,8.774289300334067
43.7168,7.87239,8.529227193592043,8.39493743380016,8.385130172137544,8.067187102029257,8.822415330254842
45.5752,8.19897,8.643576154392948,8.51243934013285,8.515010551629624,8.1506976193663,8.868004408672101
46.3717,8.53238,8.67943140636876,8.55625170914535,8.563737151188496,8.192409503177087,8.878564996350667
49.0265,8.7757,8.74343802871619,8.67126137857822,8.681980228156196,8.342626429794619,8.896352211032262
49.2035,8.77571,8.74532426858537,8.676765338144516,8.687311088953287,8.352391189466402,8.896685981225268
50.177,8.58137,8.751347418537327,8.701510429373,8.712310172376581,8.403739156120926,8.897830431711256
50.2655,8.78276,8.751529844533362,8.703296205242463,8.713884798526937,8.408209261212011,8.89768270586767
51.5929,8.63012,8.746964432324962,8.720806621615301,8.72748935320087,8.471298526691394,8.893277257536758
51.6814,8.7829,8.746173238842946,8.721355743815717,8.72869379892135,8.4752409573769,8.892986923782363
52.2124,7.98435,8.740268084707695,8.723151668800703,8.727022025266649,8.498068965405473,8.890154219759255
52.2124,8.4774,8.740268084707695,8.723151668800703,8.727022025266649,8.498068965405473,8.890154219759255
52.7434,8.38023,8.733401850908878,8.72344017367769,8.725444560797655,8.518336588408689,8.886418967461735
53.9823,8.28313,8.714694528551776,8.71934038865658,8.720161987334627,8.55073285252143,8.87913513759385
55.1327,8.48464,8.693954812011476,8.709550486952738,8.70847252436269,8.547633574433823,8.874095335610559
56.0177,8.77639,8.675792520223435,8.698098791909981,8.696796660765061,8.529150974834202,8.866408844636677
56.6372,8.38062,8.662489749198327,8.688833201856099,8.687898744915659,8.515461921938178,8.859769784349105
58.3186,8.9294,8.62692025911724,8.662699946247184,8.662060814848358,8.478811914805672,8.84036870203091
