000000	0.043
000001	0.015
000010	0.027
000011	0.011
000100	0.018
000101	0.018
000110	0.012
000111	0.019
001000	0.016
001001	0.018
001010	0.01
001011	0.016
001100	0.019
001101	0.014
001110	0.019
001111	0.021
010000	0.02
010001	0.017
010010	0.014
010011	0.016
010100	0.021
010101	0.019
010110	0.018
010111	0.014
011000	0.017
011001	0.016
011010	0.025
011011	0.008
011100	0.014
011101	0.011
011110	0.025
011111	0.01
100000	0.02
100001	0.014
100010	0.015
100011	0.016
100100	0.016
100101	0.015
100110	0.016
100111	0.017
101000	0.017
101001	0.016
101010	0.01
101011	0.018
101100	0.019
101101	0.018
101110	0.013
101111	0.009
110000	0.011
110001	0.013
110010	0.008
110011	0.009
110100	0.012
110101	0.012
110110	0.017
110111	0.008
111000	0.01
111001	0.016
111010	0.016
111011	0.011
111100	0.007
111101	0.02
111110	0.01
111111	0.01
