000000	0.046
000001	0.018
000010	0.019
000011	0.018
000100	0.019
000101	0.016
000110	0.023
000111	0.014
001000	0.012
001001	0.013
001010	0.015
001011	0.015
001100	0.016
001101	0.021
001110	0.014
001111	0.013
010000	0.01
010001	0.016
010010	0.021
010011	0.014
010100	0.013
010101	0.013
010110	0.015
010111	0.015
011000	0.017
011001	0.011
011010	0.016
011011	0.018
011100	0.008
011101	0.014
011110	0.014
011111	0.01
100000	0.028
100001	0.015
100010	0.012
100011	0.012
100100	0.019
100101	0.011
100110	0.016
100111	0.021
101000	0.017
101001	0.013
101010	0.015
101011	0.015
101100	0.009
101101	0.016
101110	0.014
101111	0.011
110000	0.015
110001	0.018
110010	0.02
110011	0.017
110100	0.01
110101	0.01
110110	0.015
110111	0.009
111000	0.016
111001	0.019
111010	0.01
111011	0.015
111100	0.012
111101	0.016
111110	0.018
111111	0.019
