000000	0.1289999
000001	0.017
000010	0.011
000011	0.018
000100	0.011
000101	0.016
000110	0.015
000111	0.014
001000	0.019
001001	0.014
001010	0.016
001011	0.014
001100	0.012
001101	0.012
001110	0.015
001111	0.015
010000	0.011
010001	0.011
010010	0.019
010011	0.01
010100	0.009
010101	0.016
010110	0.009
010111	0.015
011000	0.015
011001	0.014
011010	0.016
011011	0.018
011100	0.011
011101	0.014
011110	0.01
011111	0.016
100000	0.014
100001	0.009
100010	0.013
100011	0.011
100100	0.02
100101	0.013
100110	0.012
100111	0.014
101000	0.012
101001	0.019
101010	0.006
101011	0.013
101100	0.018
101101	0.015
101110	0.014
101111	0.014
110000	0.015
110001	0.012
110010	0.019
110011	0.016
110100	0.01
110101	0.009
110110	0.016
110111	0.015
111000	0.018
111001	0.015
111010	0.008
111011	0.013
111100	0.021
111101	0.009
111110	0.013
111111	0.012
